,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
892,Shot Chart Detail,0021600764,487,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,187,188,1,0,20170204,SAC,GSW
893,Shot Chart Detail,0021600764,496,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-27,277,1,0,20170204,SAC,GSW
894,Shot Chart Detail,0021600764,539,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-114,254,1,1,20170204,SAC,GSW
895,Shot Chart Detail,0021600764,558,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,11,36,1,0,20170204,SAC,GSW
896,Shot Chart Detail,0021600764,564,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,68,13,1,0,20170204,SAC,GSW
897,Shot Chart Detail,0021600792,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,29,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,7,1,1,20170208,GSW,CHI
898,Shot Chart Detail,0021600792,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-110,232,1,0,20170208,GSW,CHI
899,Shot Chart Detail,0021600792,40,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-69,19,1,0,20170208,GSW,CHI
900,Shot Chart Detail,0021600792,77,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,43,296,1,0,20170208,GSW,CHI
901,Shot Chart Detail,0021600792,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,32,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-142,165,1,1,20170208,GSW,CHI
902,Shot Chart Detail,0021600792,206,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,0,154,1,0,20170208,GSW,CHI
903,Shot Chart Detail,0021600792,227,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,21,1,0,20170208,GSW,CHI
904,Shot Chart Detail,0021600792,271,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,252,1,0,20170208,GSW,CHI
905,Shot Chart Detail,0021600792,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,15,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-6,178,1,1,20170208,GSW,CHI
906,Shot Chart Detail,0021600792,334,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,87,144,1,1,20170208,GSW,CHI
907,Shot Chart Detail,0021600792,339,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,14,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-55,120,1,1,20170208,GSW,CHI
908,Shot Chart Detail,0021600803,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,153,139,1,0,20170210,MEM,GSW
909,Shot Chart Detail,0021600803,62,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,112,175,1,0,20170210,MEM,GSW
910,Shot Chart Detail,0021600803,69,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-99,237,1,0,20170210,MEM,GSW
911,Shot Chart Detail,0021600803,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,50,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-53,100,1,1,20170210,MEM,GSW
912,Shot Chart Detail,0021600803,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,41,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,7,1,1,20170210,MEM,GSW
913,Shot Chart Detail,0021600803,105,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-16,1,1,20170210,MEM,GSW
914,Shot Chart Detail,0021600803,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,63,242,1,0,20170210,MEM,GSW
915,Shot Chart Detail,0021600803,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,239,1,0,20170210,MEM,GSW
916,Shot Chart Detail,0021600803,258,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,44,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,11,1,1,20170210,MEM,GSW
917,Shot Chart Detail,0021600803,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,2,1,1,20170210,MEM,GSW
918,Shot Chart Detail,0021600803,389,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,2,1,1,20170210,MEM,GSW
919,Shot Chart Detail,0021600803,526,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,0,20170210,MEM,GSW
920,Shot Chart Detail,0021600803,550,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,61,247,1,0,20170210,MEM,GSW
921,Shot Chart Detail,0021600813,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,79,141,1,1,20170211,OKC,GSW
922,Shot Chart Detail,0021600813,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,51,1,0,20170211,OKC,GSW
923,Shot Chart Detail,0021600813,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,26,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,82,232,1,0,20170211,OKC,GSW
924,Shot Chart Detail,0021600813,116,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,19,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20170211,OKC,GSW
925,Shot Chart Detail,0021600813,133,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,174,174,1,0,20170211,OKC,GSW
926,Shot Chart Detail,0021600813,151,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-25,257,1,1,20170211,OKC,GSW
927,Shot Chart Detail,0021600813,154,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,44,64,439,1,0,20170211,OKC,GSW
928,Shot Chart Detail,0021600813,246,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,54,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,148,188,1,1,20170211,OKC,GSW
929,Shot Chart Detail,0021600813,254,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,56,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-186,26,1,1,20170211,OKC,GSW
930,Shot Chart Detail,0021600813,296,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,26,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,31,1,0,20170211,OKC,GSW
931,Shot Chart Detail,0021600813,306,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,30,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-225,52,1,1,20170211,OKC,GSW
932,Shot Chart Detail,0021600813,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,0,1,1,20170211,OKC,GSW
933,Shot Chart Detail,0021600813,427,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-20,61,1,0,20170211,OKC,GSW
934,Shot Chart Detail,0021600813,429,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20170211,OKC,GSW
935,Shot Chart Detail,0021600813,454,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,21,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,156,126,1,0,20170211,OKC,GSW
936,Shot Chart Detail,0021600813,457,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-76,228,1,0,20170211,OKC,GSW
937,Shot Chart Detail,0021600813,472,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,45,91,442,1,0,20170211,OKC,GSW
938,Shot Chart Detail,0021600813,549,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,27,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,21,1,0,20170211,OKC,GSW
939,Shot Chart Detail,0021600813,590,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,19,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,213,1,1,20170211,OKC,GSW
940,Shot Chart Detail,0021600827,4,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,24,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,30,159,1,1,20170213,DEN,GSW
941,Shot Chart Detail,0021600827,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,204,139,1,0,20170213,DEN,GSW
942,Shot Chart Detail,0021600827,40,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,56,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-127,174,1,1,20170213,DEN,GSW
943,Shot Chart Detail,0021600827,56,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,204,144,1,0,20170213,DEN,GSW
944,Shot Chart Detail,0021600827,64,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,125,174,1,0,20170213,DEN,GSW
945,Shot Chart Detail,0021600827,83,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,45,252,1,0,20170213,DEN,GSW
946,Shot Chart Detail,0021600827,98,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,146,129,1,1,20170213,DEN,GSW
947,Shot Chart Detail,0021600827,132,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,5,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,225,87,1,0,20170213,DEN,GSW
948,Shot Chart Detail,0021600827,196,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,51,70,1,0,20170213,DEN,GSW
949,Shot Chart Detail,0021600827,228,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,229,1,1,20170213,DEN,GSW
950,Shot Chart Detail,0021600827,231,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,164,1,0,20170213,DEN,GSW
951,Shot Chart Detail,0021600827,234,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,193,1,0,20170213,DEN,GSW
952,Shot Chart Detail,0021600827,250,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,190,1,0,20170213,DEN,GSW
953,Shot Chart Detail,0021600827,255,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-24,1,0,20170213,DEN,GSW
954,Shot Chart Detail,0021600827,269,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-114,219,1,0,20170213,DEN,GSW
955,Shot Chart Detail,0021600827,280,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-6,242,1,0,20170213,DEN,GSW
956,Shot Chart Detail,0021600827,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,-1,1,0,20170213,DEN,GSW
957,Shot Chart Detail,0021600827,331,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,19,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-125,105,1,0,20170213,DEN,GSW
958,Shot Chart Detail,0021600847,10,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-37,70,1,0,20170215,GSW,SAC
959,Shot Chart Detail,0021600847,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,28,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20170215,GSW,SAC
960,Shot Chart Detail,0021600847,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,34,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,88,44,1,1,20170215,GSW,SAC
961,Shot Chart Detail,0021600847,40,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,94,149,1,0,20170215,GSW,SAC
962,Shot Chart Detail,0021600847,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,0,242,1,0,20170215,GSW,SAC
963,Shot Chart Detail,0021600847,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,155,208,1,0,20170215,GSW,SAC
964,Shot Chart Detail,0021600847,90,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,21,1,0,20170215,GSW,SAC
965,Shot Chart Detail,0021600847,188,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,170,1,1,20170215,GSW,SAC
966,Shot Chart Detail,0021600847,200,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,109,272,1,0,20170215,GSW,SAC
967,Shot Chart Detail,0021600847,238,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,133,262,1,0,20170215,GSW,SAC
968,Shot Chart Detail,0021600847,267,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,8,1,0,20170215,GSW,SAC
969,Shot Chart Detail,0021600847,302,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,34,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-122,283,1,1,20170215,GSW,SAC
970,Shot Chart Detail,0021600847,336,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-222,156,1,0,20170215,GSW,SAC
971,Shot Chart Detail,0021600847,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-30,287,1,0,20170215,GSW,SAC
972,Shot Chart Detail,0021600854,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,16,1,1,20170223,GSW,LAC
973,Shot Chart Detail,0021600854,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,59,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-106,242,1,0,20170223,GSW,LAC
974,Shot Chart Detail,0021600854,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-173,139,1,1,20170223,GSW,LAC
975,Shot Chart Detail,0021600854,83,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,16,1,0,20170223,GSW,LAC
976,Shot Chart Detail,0021600854,115,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,31,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-99,175,1,1,20170223,GSW,LAC
977,Shot Chart Detail,0021600854,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,38,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-32,269,1,1,20170223,GSW,LAC
978,Shot Chart Detail,0021600854,241,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,27,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-14,65,1,0,20170223,GSW,LAC
979,Shot Chart Detail,0021600854,309,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,174,1,0,20170223,GSW,LAC
980,Shot Chart Detail,0021600854,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-156,213,1,1,20170223,GSW,LAC
981,Shot Chart Detail,0021600854,387,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,205,1,0,20170223,GSW,LAC
982,Shot Chart Detail,0021600854,389,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,37,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,11,1,1,20170223,GSW,LAC
983,Shot Chart Detail,0021600854,391,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,7,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,177,174,1,1,20170223,GSW,LAC
984,Shot Chart Detail,0021600854,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,165,1,0,20170223,GSW,LAC
985,Shot Chart Detail,0021600854,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,1,20170223,GSW,LAC
986,Shot Chart Detail,0021600854,439,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-199,188,1,1,20170223,GSW,LAC
987,Shot Chart Detail,0021600854,453,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Made Shot,Turnaround Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,171,259,1,1,20170223,GSW,LAC
988,Shot Chart Detail,0021600873,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,159,232,1,0,20170225,GSW,BKN
989,Shot Chart Detail,0021600873,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,232,1,1,20170225,GSW,BKN
990,Shot Chart Detail,0021600873,49,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-125,219,1,1,20170225,GSW,BKN
991,Shot Chart Detail,0021600873,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,55,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,31,1,0,20170225,GSW,BKN
992,Shot Chart Detail,0021600873,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-102,237,1,1,20170225,GSW,BKN
993,Shot Chart Detail,0021600873,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-14,75,1,0,20170225,GSW,BKN
994,Shot Chart Detail,0021600873,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,223,1,0,20170225,GSW,BKN
995,Shot Chart Detail,0021600873,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-71,170,1,1,20170225,GSW,BKN
996,Shot Chart Detail,0021600873,130,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,0,20170225,GSW,BKN
997,Shot Chart Detail,0021600873,193,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,36,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,36,1,0,20170225,GSW,BKN
998,Shot Chart Detail,0021600873,246,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,29,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,267,1,0,20170225,GSW,BKN
999,Shot Chart Detail,0021600873,249,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-160,203,1,1,20170225,GSW,BKN
1000,Shot Chart Detail,0021600873,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,2,203,1,0,20170225,GSW,BKN
1001,Shot Chart Detail,0021600873,374,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,50,242,1,0,20170225,GSW,BKN
1002,Shot Chart Detail,0021600873,380,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,18,1,0,20170225,GSW,BKN
1003,Shot Chart Detail,0021600873,401,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,1,20170225,GSW,BKN
1004,Shot Chart Detail,0021600873,483,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,21,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-215,26,1,1,20170225,GSW,BKN
1005,Shot Chart Detail,0021600873,493,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,45,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,31,1,0,20170225,GSW,BKN
